item_name,category,shelf_life_days,unit_price,stock_qty,sales_qty,returned_qty,discount_applied,day_of_week,month,holiday_flag,temperature,rainfall,wasted_food
Croissant,Bakery,11,122.55,88,80,8,0,Friday,3,0,15,1,16
Butter,Dairy,11,194.16,29,28,2,10,Monday,4,1,35,1,3
Cheese,Dairy,15,88.05,93,74,2,20,Saturday,9,1,15,1,21
Apple,Fruits,5,81.86,87,13,0,5,Friday,9,1,14,0,74
Butter,Dairy,11,123.96,292,257,24,0,Monday,8,0,39,0,59
Mango,Fruits,7,176.22,291,219,7,15,Sunday,7,1,11,1,79
Yogurt,Dairy,9,155.51,62,18,1,10,Tuesday,1,0,38,0,45
Cake,Bakery,12,49.03,181,104,5,0,Tuesday,7,1,21,1,82
Onion,Vegetables,12,85.52,124,52,4,20,Thursday,3,1,40,1,76
Onion,Vegetables,11,75.43,223,188,4,0,Saturday,4,1,15,0,39
Butter,Dairy,14,74.3,46,10,1,0,Sunday,2,0,35,1,37
Bread,Bakery,6,52.14,60,38,0,15,Thursday,10,1,8,0,22
Mango,Fruits,2,48.32,285,146,3,0,Sunday,10,0,15,0,142
Potato,Vegetables,12,10.05,100,11,1,15,Wednesday,11,1,30,0,90
Bread,Bakery,3,114.42,198,88,4,5,Friday,4,1,30,0,114
Potato,Vegetables,8,106.19,57,32,2,10,Monday,9,1,39,1,27
Mango,Fruits,11,101.89,144,86,7,15,Friday,1,1,12,1,65
Cake,Bakery,12,159.84,132,58,2,15,Wednesday,9,0,21,0,76
Tomato,Vegetables,8,138.0,195,19,0,15,Wednesday,6,0,22,0,176
Butter,Dairy,13,47.94,143,67,1,5,Tuesday,4,1,14,0,77
Bread,Bakery,12,191.6,272,3,0,15,Wednesday,10,1,36,1,269
Banana,Fruits,14,184.04,163,101,3,20,Tuesday,1,1,35,0,65
Carrot,Vegetables,15,140.4,109,58,0,20,Thursday,6,0,5,0,51
Apple,Fruits,7,78.7,152,47,4,10,Tuesday,5,1,26,1,109
Butter,Dairy,8,50.0,210,93,6,10,Thursday,3,0,19,0,123
Potato,Vegetables,10,92.12,215,50,1,5,Thursday,1,0,31,1,166
Yogurt,Dairy,14,102.46,148,143,13,20,Monday,7,0,15,0,18
Yogurt,Dairy,9,169.4,69,57,5,10,Wednesday,6,1,40,1,17
Tomato,Vegetables,8,33.04,121,73,2,10,Wednesday,6,1,33,0,50
Orange,Fruits,9,130.03,94,21,2,10,Thursday,11,1,9,0,75
Yogurt,Dairy,5,69.56,169,68,4,15,Wednesday,8,1,38,1,105
Banana,Fruits,4,172.3,84,30,2,0,Tuesday,3,1,11,0,56
Cake,Bakery,10,20.23,223,134,12,0,Monday,5,0,10,1,101
Potato,Vegetables,5,150.14,246,160,4,5,Friday,3,0,7,1,90
Carrot,Vegetables,9,195.25,296,139,8,15,Tuesday,12,0,34,1,165
Onion,Vegetables,9,112.54,65,56,2,10,Thursday,5,0,24,0,11
Croissant,Bakery,7,64.48,293,4,0,15,Wednesday,1,1,23,0,289
Muffin,Bakery,5,88.23,243,101,3,5,Saturday,12,1,29,0,145
Tomato,Vegetables,8,128.81,284,139,4,20,Sunday,5,1,17,0,149
Cheese,Dairy,6,30.97,253,158,14,10,Saturday,10,1,17,1,109
Croissant,Bakery,2,194.25,31,11,0,10,Wednesday,3,1,5,0,20
Croissant,Bakery,2,103.78,195,107,4,15,Wednesday,8,0,26,0,92
Milk,Dairy,6,157.37,56,34,3,5,Tuesday,5,1,5,0,25
Butter,Dairy,14,195.24,146,8,0,15,Saturday,2,0,35,1,138
Onion,Vegetables,4,129.54,41,35,0,10,Thursday,11,1,17,1,6
Croissant,Bakery,3,54.83,242,83,0,5,Sunday,5,0,30,0,159
Bread,Bakery,11,158.86,263,79,5,0,Tuesday,3,1,10,1,189
Bread,Bakery,7,132.47,294,54,1,15,Tuesday,6,1,33,0,241
Cake,Bakery,7,147.64,148,10,1,15,Friday,5,1,17,0,139
Onion,Vegetables,13,98.99,102,8,0,15,Wednesday,5,1,34,0,94
Banana,Fruits,2,127.75,206,198,19,5,Wednesday,12,0,39,1,27
Butter,Dairy,14,114.78,164,82,6,10,Monday,2,0,7,0,88
Milk,Dairy,5,30.34,118,12,0,20,Saturday,7,1,38,1,106
Muffin,Bakery,5,125.13,56,0,0,15,Sunday,2,1,8,1,56
Orange,Fruits,14,144.6,156,135,0,0,Sunday,5,0,18,0,21
Croissant,Bakery,10,83.21,118,67,5,5,Friday,11,0,40,1,56
Muffin,Bakery,12,97.16,238,226,3,5,Sunday,3,1,37,1,15
Butter,Dairy,7,181.47,186,95,6,15,Sunday,12,1,20,0,97
Orange,Fruits,7,192.71,249,245,12,0,Saturday,1,1,6,0,16
Tomato,Vegetables,6,197.03,129,80,0,10,Friday,9,0,11,0,49
Orange,Fruits,4,36.3,207,149,3,5,Wednesday,5,0,30,0,61
Muffin,Bakery,14,101.68,269,48,4,10,Monday,12,1,10,0,225
Onion,Vegetables,15,92.52,81,29,2,20,Monday,11,1,8,1,54
Muffin,Bakery,10,117.33,187,128,11,5,Tuesday,1,1,33,0,70
Butter,Dairy,6,159.41,95,16,1,0,Thursday,10,0,40,1,80
Tomato,Vegetables,8,105.35,86,17,1,20,Tuesday,8,1,17,0,70
Milk,Dairy,6,157.59,185,175,2,0,Saturday,7,1,28,1,12
Yogurt,Dairy,7,122.84,32,19,0,10,Friday,8,0,33,0,13
Cheese,Dairy,12,81.03,63,14,0,5,Friday,3,1,5,1,49
Muffin,Bakery,9,99.53,189,53,5,20,Tuesday,4,1,40,1,141
Milk,Dairy,8,120.77,289,22,1,5,Monday,5,0,22,0,268
Apple,Fruits,3,83.84,158,92,1,0,Wednesday,11,1,19,1,67
Muffin,Bakery,9,174.69,292,45,1,5,Friday,8,0,7,0,248
Onion,Vegetables,9,84.75,100,2,0,10,Wednesday,11,1,20,1,98
Muffin,Bakery,8,179.18,35,35,2,5,Tuesday,6,1,13,0,2
Banana,Fruits,8,55.67,98,54,2,20,Wednesday,8,0,18,0,46
Cheese,Dairy,6,140.82,288,69,3,5,Saturday,10,0,25,0,222
Croissant,Bakery,7,169.51,94,93,0,10,Thursday,7,1,33,1,1
Cheese,Dairy,3,34.99,33,17,0,20,Tuesday,4,0,27,0,16
Banana,Fruits,10,170.77,260,191,5,15,Thursday,8,0,15,0,74
Milk,Dairy,8,155.26,27,8,0,5,Saturday,11,0,18,0,19
Butter,Dairy,15,127.24,186,117,3,15,Thursday,1,1,25,1,72
Bread,Bakery,9,96.81,41,15,1,0,Friday,7,0,17,1,27
Mango,Fruits,6,157.0,166,118,2,15,Wednesday,10,0,38,0,50
Mango,Fruits,3,147.3,77,23,2,20,Tuesday,7,1,25,1,56
Croissant,Bakery,9,122.16,123,112,7,0,Wednesday,6,0,12,0,18
Cake,Bakery,12,78.96,288,196,16,20,Tuesday,7,1,7,0,108
Potato,Vegetables,4,175.08,111,98,0,15,Wednesday,5,1,23,0,13
Croissant,Bakery,5,10.67,149,3,0,15,Sunday,8,0,36,0,146
Butter,Dairy,9,87.93,60,38,0,5,Friday,5,0,8,0,22
Milk,Dairy,12,76.31,94,4,0,10,Monday,1,0,31,0,90
Yogurt,Dairy,11,135.58,110,58,5,20,Wednesday,1,0,24,1,57
Carrot,Vegetables,15,22.86,238,215,17,0,Wednesday,8,0,12,1,40
Carrot,Vegetables,10,49.87,127,14,0,20,Saturday,11,0,35,1,113
Orange,Fruits,6,109.82,201,33,3,20,Saturday,11,1,36,0,171
Yogurt,Dairy,5,10.3,32,29,2,0,Saturday,4,1,31,0,5
Onion,Vegetables,10,163.15,128,2,0,10,Wednesday,2,1,24,1,126
Bread,Bakery,12,73.32,222,185,18,20,Monday,3,0,26,1,55
Mango,Fruits,14,16.76,89,61,1,15,Sunday,9,1,34,1,29
Muffin,Bakery,11,147.74,181,142,8,0,Tuesday,10,1,27,0,47
Yogurt,Dairy,15,15.92,212,160,5,20,Friday,7,0,12,1,57
Tomato,Vegetables,6,88.64,274,121,5,15,Sunday,5,0,38,1,158
Milk,Dairy,7,159.14,123,116,1,15,Friday,1,1,37,0,8
Yogurt,Dairy,9,149.16,288,158,10,5,Sunday,2,0,18,0,140
Mango,Fruits,13,174.31,79,0,0,0,Saturday,10,0,26,1,79
Bread,Bakery,10,155.57,179,5,0,5,Wednesday,4,0,23,1,174
Carrot,Vegetables,12,32.35,96,20,1,0,Monday,10,0,18,1,77
Onion,Vegetables,4,189.22,165,146,3,5,Monday,5,1,39,1,22
Croissant,Bakery,2,99.44,45,6,0,0,Monday,7,1,16,1,39
Onion,Vegetables,7,165.31,293,40,3,20,Tuesday,2,1,11,1,256
Carrot,Vegetables,9,54.02,134,36,2,10,Thursday,3,1,25,1,100
Apple,Fruits,3,100.31,199,122,7,5,Wednesday,6,0,37,0,84
Apple,Fruits,7,115.67,56,50,2,20,Thursday,7,1,20,0,8
Butter,Dairy,8,22.55,126,104,9,15,Sunday,7,1,39,0,31
Milk,Dairy,13,186.86,269,58,4,20,Thursday,6,0,33,0,215
Carrot,Vegetables,3,123.67,214,83,7,0,Monday,4,0,5,0,138
Butter,Dairy,10,65.39,248,50,1,10,Wednesday,10,1,32,1,199
Bread,Bakery,11,197.42,226,216,4,10,Monday,6,0,5,1,14
Muffin,Bakery,15,15.93,241,179,12,10,Saturday,7,1,29,1,74
Cheese,Dairy,9,36.42,216,215,11,15,Tuesday,5,0,13,0,12
Bread,Bakery,4,147.05,269,223,4,0,Tuesday,11,1,34,1,50
Butter,Dairy,10,90.58,250,98,5,5,Tuesday,7,0,36,0,157
Carrot,Vegetables,10,119.51,37,2,0,10,Monday,10,1,10,0,35
Carrot,Vegetables,10,24.86,65,31,3,0,Saturday,11,1,8,1,37
Cake,Bakery,9,107.41,260,169,13,10,Sunday,5,1,15,0,104
Onion,Vegetables,2,129.57,106,73,0,10,Sunday,12,0,23,1,33
Croissant,Bakery,10,24.6,162,64,1,20,Wednesday,5,1,5,0,99
Cheese,Dairy,12,94.86,109,33,1,15,Tuesday,9,0,26,0,77
Cheese,Dairy,15,104.23,231,197,12,5,Saturday,8,0,18,1,46
Muffin,Bakery,14,165.71,46,10,1,15,Thursday,5,1,39,0,37
Mango,Fruits,9,59.9,291,222,0,10,Sunday,8,1,25,0,69
Muffin,Bakery,15,92.04,159,85,4,10,Sunday,2,1,30,1,78
Cheese,Dairy,10,74.11,112,40,4,0,Saturday,1,0,5,1,76
Bread,Bakery,12,94.73,132,72,4,5,Monday,1,0,8,0,64
Bread,Bakery,3,172.72,86,48,4,5,Monday,12,0,21,1,42
Apple,Fruits,12,96.15,161,109,10,10,Wednesday,3,0,22,0,62
Mango,Fruits,7,199.23,152,67,1,15,Monday,8,0,30,0,86
Apple,Fruits,4,112.72,240,55,4,0,Thursday,12,1,11,0,189
Bread,Bakery,11,148.23,248,4,0,5,Saturday,11,0,7,1,244
Potato,Vegetables,13,72.67,220,147,0,20,Saturday,8,1,32,1,73
Croissant,Bakery,2,83.04,266,62,4,20,Wednesday,6,1,30,0,208
Muffin,Bakery,10,172.13,194,20,1,10,Saturday,4,0,40,0,175
Banana,Fruits,6,142.22,74,45,3,0,Saturday,8,0,13,0,32
Milk,Dairy,13,199.31,142,125,6,0,Sunday,9,1,36,1,23
Bread,Bakery,7,20.65,41,25,0,5,Sunday,11,1,39,0,16
Milk,Dairy,2,149.74,270,9,0,20,Monday,4,0,5,0,261
Muffin,Bakery,15,160.8,253,156,5,20,Monday,2,0,36,0,102
Croissant,Bakery,8,74.1,225,83,1,20,Friday,3,1,18,0,143
Yogurt,Dairy,3,32.94,92,53,1,10,Friday,3,1,20,0,40
Milk,Dairy,14,171.0,212,199,5,0,Thursday,2,0,5,0,18
Muffin,Bakery,8,141.77,263,64,1,5,Saturday,5,1,31,0,200
Milk,Dairy,11,44.2,275,45,2,10,Thursday,1,0,17,0,232
Muffin,Bakery,15,154.61,296,259,7,15,Sunday,11,0,22,0,44
Milk,Dairy,14,38.35,262,254,5,5,Saturday,1,0,28,1,13
Butter,Dairy,6,73.52,252,11,0,0,Friday,3,0,6,1,241
Bread,Bakery,5,147.07,186,107,3,10,Tuesday,2,1,19,0,82
Butter,Dairy,15,47.99,132,18,1,20,Thursday,1,1,14,0,115
Banana,Fruits,8,80.96,254,184,6,10,Wednesday,4,1,13,0,76
Muffin,Bakery,4,31.11,258,234,13,5,Sunday,6,0,23,0,37
Cheese,Dairy,3,88.22,287,250,6,20,Thursday,8,1,5,1,43
Cheese,Dairy,7,92.51,133,38,0,15,Monday,1,1,37,0,95
Mango,Fruits,9,163.85,70,57,3,5,Monday,9,0,31,0,16
Yogurt,Dairy,6,55.42,66,2,0,10,Tuesday,12,1,6,1,64
Banana,Fruits,15,143.6,114,101,5,15,Saturday,11,0,9,1,18
Tomato,Vegetables,6,90.92,158,156,6,0,Friday,6,0,37,1,8
Bread,Bakery,8,79.46,40,23,1,5,Saturday,9,0,40,0,18
Yogurt,Dairy,5,112.53,264,107,3,10,Wednesday,5,1,22,0,160
Muffin,Bakery,7,95.96,276,269,26,0,Thursday,12,1,33,1,33
Croissant,Bakery,9,26.59,220,45,2,0,Monday,3,1,12,0,177
Banana,Fruits,15,48.81,31,18,1,20,Tuesday,8,1,31,1,14
Muffin,Bakery,5,21.96,138,133,10,10,Thursday,10,1,25,1,15
Mango,Fruits,6,117.78,176,43,2,5,Thursday,6,1,8,0,135
Onion,Vegetables,9,191.68,102,91,8,10,Tuesday,3,0,15,0,19
Bread,Bakery,7,119.16,245,66,2,5,Tuesday,9,0,25,1,181
Yogurt,Dairy,9,112.57,103,68,2,0,Monday,7,1,14,1,37
Potato,Vegetables,2,194.33,299,259,10,10,Thursday,5,0,33,1,50
Cake,Bakery,2,36.49,79,39,0,15,Friday,4,1,27,0,40
Tomato,Vegetables,11,131.85,289,113,4,5,Monday,2,1,10,1,180
Butter,Dairy,7,124.6,281,28,2,10,Thursday,3,1,28,1,255
Tomato,Vegetables,6,75.53,177,114,8,0,Tuesday,12,1,31,1,71
Potato,Vegetables,14,148.32,237,186,13,5,Sunday,10,0,14,0,64
Carrot,Vegetables,15,109.81,191,16,1,0,Monday,7,1,31,0,176
Banana,Fruits,5,45.34,215,74,7,0,Sunday,5,1,36,1,148
Milk,Dairy,14,10.46,154,76,7,0,Saturday,11,1,31,0,85
Banana,Fruits,2,32.68,161,126,1,20,Saturday,6,1,32,1,36
Apple,Fruits,7,107.38,28,27,1,5,Friday,1,0,25,1,2
Yogurt,Dairy,4,20.05,204,107,10,10,Monday,5,1,38,0,107
Cheese,Dairy,14,27.96,105,69,2,10,Sunday,11,1,22,1,38
Muffin,Bakery,15,37.31,90,66,2,10,Sunday,8,1,26,0,26
Croissant,Bakery,4,105.64,116,101,8,20,Saturday,9,0,31,1,23
Bread,Bakery,15,34.93,28,15,1,10,Saturday,6,0,33,1,14
Yogurt,Dairy,2,151.45,80,28,0,5,Saturday,4,1,13,0,52
Milk,Dairy,8,141.26,77,9,0,15,Sunday,7,0,17,0,68
Bread,Bakery,9,32.6,149,11,0,10,Saturday,1,0,12,0,138
Cheese,Dairy,12,76.79,66,18,1,20,Wednesday,6,0,37,0,49
Bread,Bakery,15,119.85,27,16,0,5,Wednesday,3,0,11,0,11
Orange,Fruits,13,121.98,245,172,3,5,Sunday,6,1,32,0,76
Butter,Dairy,3,154.67,180,31,3,0,Friday,3,1,28,1,152
Bread,Bakery,7,103.81,217,72,7,20,Saturday,5,1,19,1,152
Carrot,Vegetables,5,172.79,263,188,5,0,Saturday,8,0,30,1,80
Bread,Bakery,4,85.01,72,21,0,10,Tuesday,6,0,30,0,51
Butter,Dairy,13,104.83,159,102,5,15,Saturday,10,1,36,1,62
Butter,Dairy,3,33.22,270,254,7,5,Monday,2,0,9,1,23
Croissant,Bakery,8,124.87,187,39,2,20,Friday,2,0,38,1,150
Banana,Fruits,6,135.8,271,258,8,20,Wednesday,9,0,7,1,21
Cake,Bakery,9,69.77,212,113,7,0,Monday,3,1,15,1,106
Banana,Fruits,6,145.99,269,56,4,15,Saturday,9,1,35,0,217
Cake,Bakery,6,103.99,213,157,11,10,Wednesday,1,0,7,0,67
Onion,Vegetables,14,150.99,33,21,1,0,Thursday,6,1,31,1,13
Croissant,Bakery,5,54.58,179,151,2,0,Sunday,5,0,26,0,30
Muffin,Bakery,2,97.57,236,145,8,15,Wednesday,1,1,6,1,99
Mango,Fruits,7,118.78,270,51,5,5,Wednesday,8,1,15,1,224
Carrot,Vegetables,5,104.42,58,53,4,5,Wednesday,5,0,24,1,9
Milk,Dairy,13,170.4,68,43,2,0,Friday,9,1,32,0,27
Tomato,Vegetables,12,166.51,278,153,13,20,Wednesday,4,1,30,1,138
Banana,Fruits,2,129.29,284,95,9,15,Tuesday,11,1,22,1,198
Croissant,Bakery,7,97.87,143,38,2,15,Thursday,6,0,18,1,107
Onion,Vegetables,12,40.51,140,103,3,0,Tuesday,4,0,20,1,40
Mango,Fruits,10,198.35,236,165,1,5,Tuesday,5,0,6,1,72
Potato,Vegetables,12,171.98,268,10,0,0,Wednesday,10,1,9,1,258
Tomato,Vegetables,8,189.2,91,30,0,20,Saturday,9,0,38,1,61
Apple,Fruits,5,123.97,180,84,6,5,Thursday,4,0,11,0,102
Yogurt,Dairy,9,87.59,48,31,2,0,Wednesday,9,1,35,0,19
Potato,Vegetables,7,100.29,208,78,0,20,Monday,12,0,20,1,130
Orange,Fruits,12,192.11,205,175,3,20,Sunday,4,1,29,0,33
Orange,Fruits,6,27.15,140,76,3,5,Thursday,11,1,31,0,67
Tomato,Vegetables,15,158.1,271,241,23,15,Sunday,6,1,11,0,53
Tomato,Vegetables,7,89.97,300,167,14,0,Sunday,1,0,33,0,147
Cake,Bakery,5,129.38,180,147,1,0,Tuesday,4,0,31,1,34
Mango,Fruits,15,149.68,153,44,4,10,Sunday,5,0,10,1,113
Potato,Vegetables,8,176.51,134,5,0,20,Saturday,10,0,10,1,129
Yogurt,Dairy,13,171.85,45,25,2,15,Friday,5,0,10,1,22
Milk,Dairy,2,146.53,242,197,14,15,Monday,4,0,17,1,59
Carrot,Vegetables,8,34.74,125,76,3,10,Saturday,11,0,31,0,52
Banana,Fruits,2,65.14,154,60,4,15,Tuesday,6,1,10,0,98
Banana,Fruits,15,71.42,223,175,6,15,Saturday,7,1,9,0,54
Bread,Bakery,7,186.9,261,181,1,0,Wednesday,9,1,24,1,81
Potato,Vegetables,10,17.81,111,33,1,20,Thursday,6,1,13,0,79
Carrot,Vegetables,4,59.48,180,11,0,15,Sunday,5,1,32,1,169
Onion,Vegetables,10,69.47,104,40,3,5,Friday,11,1,8,0,67
Milk,Dairy,5,44.8,260,133,2,15,Thursday,2,1,7,1,129
Carrot,Vegetables,9,103.67,95,15,1,0,Tuesday,5,0,15,1,81
Milk,Dairy,10,155.7,112,53,0,5,Sunday,8,0,26,0,59
Tomato,Vegetables,8,80.98,74,41,1,0,Monday,8,1,34,1,34
Muffin,Bakery,2,134.67,251,83,2,5,Sunday,1,1,25,0,170
Cake,Bakery,3,85.78,111,30,3,0,Monday,4,0,29,1,84
Potato,Vegetables,3,66.72,241,188,9,20,Tuesday,6,0,28,0,62
Mango,Fruits,8,100.52,236,23,1,10,Friday,3,1,32,0,214
Muffin,Bakery,9,138.52,99,63,4,20,Monday,5,1,32,0,40
Orange,Fruits,4,197.0,173,63,4,15,Wednesday,10,0,40,0,114
Bread,Bakery,10,90.73,68,59,5,20,Sunday,5,1,21,0,14
Bread,Bakery,13,135.7,111,100,2,15,Monday,2,1,24,1,13
Mango,Fruits,11,163.49,194,47,1,5,Monday,12,1,11,1,148
Bread,Bakery,8,32.17,107,83,7,15,Saturday,7,1,24,1,31
Orange,Fruits,3,33.77,27,6,0,0,Saturday,4,0,18,1,21
Cheese,Dairy,8,170.0,295,97,1,10,Sunday,8,0,35,1,199
Bread,Bakery,4,181.46,247,246,15,15,Monday,8,0,17,1,16
Apple,Fruits,7,11.5,241,106,7,20,Friday,12,1,7,1,142
Mango,Fruits,10,122.3,269,118,11,0,Friday,1,1,25,0,162
Carrot,Vegetables,9,32.22,197,114,11,15,Monday,3,1,17,1,94
Carrot,Vegetables,5,106.45,193,154,14,5,Wednesday,12,1,31,1,53
Banana,Fruits,11,49.37,64,61,1,5,Tuesday,3,1,11,1,4
Orange,Fruits,5,49.79,44,1,0,10,Wednesday,11,0,16,0,43
Muffin,Bakery,8,31.65,136,30,1,15,Wednesday,6,1,7,1,107
Milk,Dairy,13,19.58,244,204,14,0,Monday,10,0,40,0,54
Croissant,Bakery,12,32.43,125,116,5,5,Saturday,5,1,37,1,14
Croissant,Bakery,12,79.11,90,15,0,15,Thursday,1,0,35,1,75
Potato,Vegetables,3,60.54,232,92,3,5,Sunday,9,1,19,0,143
Mango,Fruits,8,180.63,284,185,0,15,Tuesday,1,0,10,1,99
Carrot,Vegetables,14,41.22,51,25,0,5,Friday,1,1,31,1,26
Onion,Vegetables,7,11.5,163,135,9,5,Saturday,7,1,18,1,37
Carrot,Vegetables,14,47.49,174,21,0,20,Wednesday,7,0,38,1,153
Milk,Dairy,10,114.84,286,174,5,0,Monday,9,1,20,1,117
Apple,Fruits,13,21.39,210,66,5,20,Wednesday,2,0,12,1,149
Tomato,Vegetables,9,74.41,140,136,13,20,Tuesday,6,1,23,0,17
Banana,Fruits,3,72.29,118,105,5,15,Monday,3,1,31,0,18
Bread,Bakery,8,178.82,263,109,7,0,Wednesday,11,1,40,1,161
Carrot,Vegetables,12,90.45,245,176,15,15,Sunday,3,0,37,0,84
Mango,Fruits,4,193.93,282,270,3,5,Thursday,8,0,15,1,15
Cake,Bakery,3,32.96,168,10,0,0,Wednesday,5,1,24,1,158
Apple,Fruits,14,37.15,235,12,1,10,Tuesday,3,1,5,0,224
Tomato,Vegetables,15,18.49,266,158,14,10,Sunday,7,1,13,0,122
Mango,Fruits,12,95.32,186,22,2,20,Thursday,7,0,30,1,166
Cake,Bakery,13,62.7,65,21,2,0,Friday,11,1,40,0,46
Croissant,Bakery,11,112.95,47,36,1,15,Friday,1,0,39,0,12
Muffin,Bakery,14,49.1,247,21,2,20,Wednesday,7,0,36,0,228
Carrot,Vegetables,4,88.84,290,162,12,10,Monday,2,0,39,0,140
Potato,Vegetables,4,58.56,65,19,1,15,Saturday,3,0,25,0,47
Bread,Bakery,6,84.09,183,36,3,10,Wednesday,7,0,8,0,150
Cheese,Dairy,9,106.64,278,197,3,10,Monday,6,1,40,1,84
Cake,Bakery,2,87.42,139,4,0,20,Friday,11,0,20,0,135
Carrot,Vegetables,9,25.94,276,104,2,10,Friday,3,0,39,1,174
Apple,Fruits,2,164.4,168,167,5,0,Monday,8,1,21,1,6
Potato,Vegetables,11,169.73,164,11,0,20,Friday,2,1,10,1,153
Croissant,Bakery,13,115.73,163,110,3,20,Friday,6,1,21,1,56
Potato,Vegetables,12,196.77,194,53,3,20,Wednesday,1,0,5,1,144
Bread,Bakery,12,42.97,270,201,17,0,Sunday,11,0,39,0,86
Apple,Fruits,7,194.69,212,211,19,10,Thursday,3,0,12,1,20
Potato,Vegetables,9,11.78,30,24,1,10,Tuesday,2,1,19,0,7
Orange,Fruits,2,63.34,127,1,0,15,Monday,5,1,15,0,126
Milk,Dairy,11,34.37,53,8,0,20,Sunday,4,1,17,0,45
Carrot,Vegetables,2,188.2,46,20,1,15,Wednesday,2,1,36,1,27
Croissant,Bakery,2,62.81,235,136,7,10,Monday,7,0,26,0,106
Croissant,Bakery,13,90.53,58,58,1,5,Tuesday,6,1,9,0,1
Cake,Bakery,8,163.53,191,64,1,0,Thursday,4,1,8,1,128
Milk,Dairy,14,123.99,244,195,3,15,Friday,2,0,8,0,52
Orange,Fruits,15,141.74,85,7,0,0,Wednesday,10,1,9,0,78
Bread,Bakery,6,171.49,225,24,2,15,Tuesday,10,0,34,1,203
Mango,Fruits,11,127.65,193,166,0,15,Friday,6,0,11,0,27
Bread,Bakery,11,159.99,119,115,9,5,Saturday,9,1,27,1,13
Mango,Fruits,4,56.2,42,3,0,10,Friday,7,1,24,0,39
Butter,Dairy,6,124.63,169,94,0,20,Friday,11,0,8,0,75
Cake,Bakery,7,47.13,122,81,3,0,Wednesday,4,1,34,1,44
Onion,Vegetables,8,72.44,73,58,0,15,Tuesday,1,0,19,1,15
Cheese,Dairy,9,149.57,189,189,12,5,Thursday,3,0,28,0,12
Muffin,Bakery,2,115.39,92,37,3,5,Saturday,10,1,7,0,58
Cheese,Dairy,6,43.09,154,44,2,20,Tuesday,3,0,6,0,112
Tomato,Vegetables,2,167.97,90,48,0,10,Tuesday,5,1,20,1,42
Potato,Vegetables,10,195.65,242,224,22,0,Monday,3,0,17,0,40
Orange,Fruits,7,123.91,145,11,0,20,Wednesday,3,1,20,0,134
Potato,Vegetables,15,106.57,270,107,1,15,Sunday,11,0,15,1,164
Carrot,Vegetables,10,98.21,184,182,11,20,Saturday,8,1,35,1,13
Apple,Fruits,5,51.71,123,57,1,15,Tuesday,5,1,29,0,67
Onion,Vegetables,10,26.1,63,37,3,20,Wednesday,4,0,34,1,29
Mango,Fruits,9,92.18,208,205,15,10,Wednesday,7,0,16,1,18
Yogurt,Dairy,12,24.42,62,18,0,10,Tuesday,2,0,9,1,44
Croissant,Bakery,7,47.36,188,64,2,10,Tuesday,12,0,39,1,126
Muffin,Bakery,6,166.24,226,103,9,0,Thursday,11,0,30,0,132
Cheese,Dairy,9,54.41,259,236,10,0,Wednesday,4,1,31,0,33
Mango,Fruits,15,116.1,211,35,1,10,Saturday,1,1,27,1,177
Butter,Dairy,8,140.29,226,195,17,10,Wednesday,10,0,7,0,48
Yogurt,Dairy,11,129.67,220,97,3,15,Monday,9,1,17,1,126
Muffin,Bakery,11,192.77,175,23,0,0,Saturday,9,0,7,1,152
Croissant,Bakery,5,23.2,217,72,3,5,Wednesday,11,0,34,0,148
Tomato,Vegetables,4,72.09,230,100,2,0,Tuesday,9,1,35,0,132
Banana,Fruits,4,175.39,178,110,11,15,Tuesday,10,1,17,1,79
Potato,Vegetables,2,198.31,248,16,1,20,Sunday,4,1,36,1,233
Apple,Fruits,13,27.31,253,88,4,15,Friday,3,1,20,0,169
Mango,Fruits,8,183.06,113,89,1,15,Saturday,1,0,15,1,25
Tomato,Vegetables,13,148.04,131,126,6,20,Monday,6,0,11,1,11
Mango,Fruits,4,58.03,279,22,1,0,Monday,11,1,29,1,258
Banana,Fruits,8,17.18,148,29,2,5,Wednesday,11,1,36,1,121
Bread,Bakery,10,134.83,244,35,3,10,Sunday,3,0,6,0,212
Yogurt,Dairy,3,111.58,220,43,0,0,Saturday,5,0,33,1,177
Cheese,Dairy,13,16.54,292,110,7,0,Sunday,11,0,29,1,189
Apple,Fruits,11,10.89,213,196,6,5,Wednesday,4,0,10,0,23
Apple,Fruits,2,74.05,118,87,1,5,Monday,11,0,15,0,32
Apple,Fruits,15,72.16,117,79,3,20,Thursday,7,0,19,0,41
Muffin,Bakery,7,42.99,225,167,10,0,Thursday,4,1,19,0,68
Onion,Vegetables,2,22.79,131,105,4,20,Thursday,2,0,21,0,30
Carrot,Vegetables,12,185.67,88,42,1,10,Sunday,11,1,9,1,47
Cake,Bakery,8,107.09,139,128,9,0,Tuesday,1,0,24,0,20
Banana,Fruits,11,25.08,90,47,3,10,Tuesday,3,1,18,0,46
Butter,Dairy,13,176.69,88,35,2,0,Friday,7,1,6,0,55
Onion,Vegetables,5,49.11,47,42,1,5,Friday,7,1,16,1,6
Bread,Bakery,15,103.41,118,6,0,5,Tuesday,2,0,40,0,112
Milk,Dairy,8,147.75,179,42,1,5,Thursday,3,0,24,1,138
Banana,Fruits,6,173.86,266,40,2,15,Thursday,3,1,33,1,228
Banana,Fruits,15,191.21,266,10,1,15,Sunday,2,1,39,0,257
